perturb_percent,perturb_time,controller,t_settle_after,ITAE,metric_M,rise_time,overshoot,settling_time_abs,rank_M,is_best
40,360,FF,600.0,5430.995532840728,1.2305448096666072,-40.56565656565655,1.545813544169075,960.0,3.0,False
40,360,PID-FF,563.4242424242424,13670.703956837333,2.0347192975107404,-40.56565656565655,15.302551981189952,923.4242424242424,5.0,False
40,360,PID-GS-FF,363.9090909090909,5948.652268896551,0.9923723940184374,-40.56565656565655,9.989433239202056,723.9090909090909,2.0,False
40,360,PID,531.1616161616162,12277.542995560207,1.8470874251938891,-40.56565656565655,14.37900813750488,891.1616161616162,4.0,False
40,390,PID-GS,321.64646464646466,4705.268346251811,0.8205907363221445,-40.56565656565655,8.582600781880915,711.6464646464647,2.0,False
40,390,FF,0.0,2554.9417779434375,0.33735310600504703,-40.56565656565655,1.7058210796637452,245.84848484848484,1.0,True
40,390,PID-FF,570.0,13632.934494656538,2.0353885640430636,-40.56565656565655,15.406521904343833,960.0,5.0,False
40,390,PID-GS-FF,403.98989898989896,7033.447335771751,1.147094108496304,-40.56565656565655,10.49236225707863,793.989898989899,3.0,False
40,390,PID,548.1919191919192,12246.765061187107,1.8573186734069227,-40.56565656565655,14.385642489088223,938.1919191919192,4.0,False
40,420,PID-GS,326.5757575757576,4764.060075726562,0.8318359112958161,-40.56565656565655,8.812241147562014,746.5757575757576,2.0,False
40,420,FF,0.0,1935.1144502397058,0.2555114468358215,-40.56565656565655,2.0415947480934653,245.84848484848484,1.0,True
40,420,PID-FF,540.0,12844.435491146798,1.9199796031123595,-40.56565656565655,15.509103314108916,960.0,5.0,False
40,420,PID-GS-FF,407.30303030303025,7049.157380655775,1.1520193139587238,-40.56565656565655,10.733243774927361,827.3030303030303,3.0,False
40,420,PID,540.0,11568.8710520063,1.772963889761833,-40.56565656565655,14.46875542837792,960.0,4.0,False
40,450,PID-GS,313.4242424242424,4369.1953848305275,0.7782641142780464,-40.56565656565655,8.229634566801925,763.4242424242424,2.0,False
40,450,FF,0.0,1896.8068105587029,0.25045332717858576,-40.56565656565655,3.3503016069749774,245.84848484848484,1.0,True
40,450,PID-FF,510.0,11515.841544212386,1.7419983491869142,-40.56565656565655,14.87965531967849,960.0,5.0,False
40,450,PID-GS-FF,407.2222222222222,6684.218762012098,1.113367492329627,-40.56565656565655,10.400624216380958,857.2222222222222,3.0,False
40,450,PID,510.0,10206.444182908856,1.5933202255241774,-40.56565656565655,13.674247290925685,960.0,4.0,False
40,480,PID-GS,274.7171717171717,3564.189908656667,0.6565933274896515,-40.56565656565655,7.6236042873588765,754.7171717171717,2.0,False
40,480,FF,0.0,2181.7055707583168,0.28807120265428066,-40.56565656565655,3.961049736234685,245.84848484848484,1.0,True
40,480,PID-FF,480.0,9984.550215694988,1.5420955307623274,-40.56565656565655,14.326725323380424,960.0,5.0,False
40,480,PID-GS-FF,381.4848484848485,5823.632234714935,0.997764891958458,-40.56565656565655,9.996780802872268,861.4848484848485,3.0,False
40,480,PID,480.0,8693.177851993474,1.3991219452287813,-40.56565656565655,12.990354725379612,960.0,4.0,False
40,510,PID-GS,180.27272727272725,2027.5591680509308,0.40242484073638163,-40.56565656565655,5.665866456733851,690.2727272727273,1.0,True
40,510,FF,272.55486563023055,3123.820835456271,0.6135796097331117,-40.56565656565655,5.120175938561787,782.5548656302306,2.0,False
40,510,PID-FF,450.0,7822.028151410075,1.276404909118849,-40.56565656565655,12.643276391100994,960.0,5.0,False
40,510,PID-GS-FF,333.66666666666663,4481.700619149974,0.8120597168620465,-40.56565656565655,8.668131434047686,843.6666666666666,3.0,False
40,510,PID,425.92929292929296,6331.167119207327,1.0967078848138627,-40.56565656565655,10.872042905143145,935.929292929293,4.0,False
40,540,PID-GS,0.0,964.5167061923569,0.12735425497236222,-40.56565656565655,3.6975895036781274,245.84848484848484,1.0,True
40,540,FF,313.1913603255566,3250.389642386621,0.6757693001774812,-40.56565656565655,5.705292466359771,853.1913603255566,3.0,False
40,540,PID-FF,420.0,5891.840330800161,1.0465249796558713,-40.56565656565655,11.11537925156263,960.0,5.0,False
40,540,PID-GS-FF,256.89898989898995,3091.356888521859,0.5915547583565002,-40.56565656565655,7.332300722404489,796.89898989899,2.0,False
40,540,PID,331.24242424242425,4232.58906010894,0.7855675162776773,-40.56565656565655,8.869084982072135,871.2424242424242,4.0,False
50,360,PID-GS,0.0,2941.7066682961577,0.388421329234469,-40.56565656565655,4.640053569439691,245.84848484848484,1.0,True
50,360,FF,600.0,3508.9448735075434,1.1021182488290548,-40.56565656565655,1.545813544169075,960.0,3.0,False
50,360,PID-FF,468.030303030303,9855.3948796363,1.517189131899532,-40.56565656565655,14.02176408593948,828.030303030303,5.0,False
50,360,PID-GS-FF,166.6565656565657,3591.9009836592995,0.5496232052000216,-40.56565656565655,6.638253495384461,526.6565656565657,2.0,False
50,360,PID,431.72727272727275,8467.591788412286,1.3295846100893467,-40.56565656565655,13.131774122303238,791.7272727272727,4.0,False
50,390,PID-GS,141.24242424242425,2522.6957344528123,0.4078818193325628,-40.56565656565655,5.400788596162158,531.2424242424242,2.0,False
50,390,FF,82.95583402267744,2414.1318106042345,0.34745372901101423,-40.56565656565655,3.186997144585465,472.95583402267744,1.0,True
50,390,PID-FF,504.2323232323232,10752.56762938639,1.6498417944112294,-40.56565656565655,14.500483150034729,894.2323232323232,5.0,False
50,390,PID-GS-FF,208.35353535353534,3222.350252300764,0.5491972624862184,-40.56565656565655,7.493261281002465,598.3535353535353,3.0,False
50,390,PID,466.97979797979804,9415.402319413664,1.4667337499229631,-40.56565656565655,13.546802484412831,856.979797979798,4.0,False
50,420,PID-GS,143.3434343434343,2222.700852019143,0.37842954274091817,-40.56565656565655,5.717936062158942,563.3434343434343,2.0,False
